Dataset: Gulf of Mexico ,,,,,,
Species Name: Bank sea bass (Centropristis ocyurus),,,,,,
,,,,,,
HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
004-299-00192,14-60,28.249,-90.18125,95.6,2012,0
004-299-00118,17-20,29.06225,-93.8435,18.7,2012,0
004-299-00271,May-60,27.13258333,-83.78925,56.3,2012,0.399574333
004-299-00155,17-60,28.14466667,-93.53133333,68.9,2012,0
004-299-00119,17-20,29.02808333,-93.83758333,19.2,2012,0
004-299-00196,Oct-60,29.80566667,-87.80391667,37.9,2012,0.31475969
004-299-00156,17-60,28.16141667,-93.48841667,63.1,2012,0
004-299-00273,Apr-60,26.91883333,-83.24441667,44.4,2012,0
004-299-00120,17-20,28.91475,-93.78766667,22.7,2012,0
004-299-00197,20-Oct,30.00883333,-87.89508333,24,2012,0
004-299-00157,17-60,28.12783333,-93.36491667,73.3,2012,0
004-299-00274,Apr-60,26.6505,-83.6435,63.3,2012,0.31703953
004-299-00121,17-20,28.82616667,-93.76841667,23.4,2012,0
004-299-00198,Oct-60,29.76566667,-87.44533333,41.3,2012,0
004-299-00158,17-60,28.12166667,-93.32016667,75.9,2012,0
004-299-00122,17-20,28.74066667,-93.62558333,23.8,2012,0
004-299-00200,20-Oct,29.903,-87.31675,32.4,2012,0.011704632
004-299-00275,Apr-60,26.59133333,-83.61508333,62.9,2012,0.265398716
004-299-00159,17-60,28.09366667,-93.19516667,85.6,2012,0
004-299-00123,17-20,28.626,-93.70125,35.7,2012,0
004-299-00276,Apr-60,26.53625,-83.66891667,64.9,2012,0.028154384
004-299-00201,20-Oct,30.18383333,-87.30925,21.4,2012,0
004-299-00160,16-60,28.193,-92.93466667,69.5,2012,0
004-299-00124,17-60,28.517,-93.72541667,40.6,2012,0
004-299-00278,Apr-60,26.18166667,-83.49241667,62.5,2012,0.326089398
004-299-00203,20-Sep,30.16116667,-86.97391667,29.1,2012,0
004-299-00162,16-60,28.141,-92.73033333,78.8,2012,0
004-299-00126,17-60,28.57908333,-93.1455,39,2012,0
004-299-00279,Mar-60,25.92041667,-83.51958333,67.5,2012,0.285738296
004-299-00204,20-Sep,30.13166667,-87.00025,28,2012,0
004-299-00127,16-60,28.53175,-92.77108333,44.4,2012,0
004-299-00163,16-60,28.17741667,-92.74333333,73,2012,0
004-299-00280,Mar-60,25.62358333,-83.46258333,67.1,2012,0.086330588
004-299-00205,20-Sep,30.18941667,-86.85466667,29.1,2012,0.190437521
004-299-00164,16-60,28.20808333,-92.68833333,65.8,2012,0
004-299-00281,Mar-60,25.46383333,-83.46408333,68,2012,0.19929508
004-299-00209,Sep-60,29.84133333,-86.15858333,45.2,2012,0.15848704
004-299-00165,16-60,28.30466667,-92.70675,56,2012,0
004-299-00282,Mar-60,24.99925,-83.16125,58.5,2012,0
004-299-00210,Sep-60,29.81091667,-86.10066667,43,2012,0.052512672
004-299-00283,Mar-60,25.40966667,-83.097,55.4,2012,0
004-299-00166,16-60,28.32041667,-92.66433333,57.4,2012,0
004-299-00211,Sep-60,29.91716667,-86.1595,41.3,2012,0.524123153
004-299-00285,20-Mar,25.76875,-82.22158333,23.4,2012,0
004-299-00168,16-60,28.14166667,-92.405,75.9,2012,0
004-299-00212,20-Sep,30.10458333,-86.19983333,35.1,2012,0.023989223
004-299-00286,20-Mar,25.81308333,-82.13975,20.3,2012,0
004-299-00169,16-60,28.26558333,-92.42541667,63.3,2012,0
004-299-00216,Sep-60,29.70841667,-86.01516667,43.3,2012,0.054061654
004-299-00287,20-Mar,25.92391667,-82.37208333,26.2,2012,0
004-299-00223,Aug-60,29.03158333,-85.29583333,45.5,2012,0
004-299-00172,16-60,28.47066667,-92.45975,53.4,2012,0
004-299-00227,20-Jul,29.47341667,-84.80575,23,2012,0
004-299-00288,20-Apr,26.0055,-82.42341667,24.7,2012,0
004-299-00173,16-60,28.63941667,-92.37366667,36.9,2012,0
004-299-00228,20-Jul,29.40666667,-84.79866667,25.4,2012,0
004-299-00230,20-Jul,29.41416667,-84.51625,27.2,2012,0.006132156
004-299-00174,16-20,28.85591667,-92.35491667,30,2012,0
004-299-00238,Aug-60,28.82333333,-85.05516667,56,2012,0.007494858
004-299-00176,16-20,29.05791667,-92.32858333,20.5,2012,0
004-299-00245,20-Jun,28.7845,-83.94233333,29.4,2012,0
004-299-00178,15-20,28.92433333,-91.86383333,21.2,2012,0
004-299-00246,20-Jun,28.73533333,-83.77183333,25.8,2012,0.033675052
004-299-00247,20-Jun,28.84191667,-83.63591667,21.4,2012,0
004-299-00256,Jun-60,28.11,-84.02375,43.2,2012,0.003054331
004-299-00258,May-60,27.98025,-84.287,59.8,2012,0.021323753
004-299-00259,Jun-60,27.99633333,-83.95591667,46.1,2012,0
004-299-00263,20-May,27.96875,-83.54741667,32,2012,0
004-299-00265,20-Jun,28.10941667,-83.23158333,21.8,2012,0.031979525
017-1202-00014,20-Nov,29.98791667,-88.40933333,27.4,2012,0
017-1202-00015,20-Nov,30.11891667,-88.191,18.5,2012,0
017-1202-00016,20-Nov,30.12633333,-88.25141667,19.4,2012,0
017-1202-00017,20-Nov,30.07616667,-88.32233333,19,2012,0
017-1202-00018,20-Nov,30.073,-88.44908333,17.2,2012,0
017-1202-00019,20-Nov,30.15625,-88.59791667,12.8,2012,0
017-1203-00001,Oct-60,29.95433333,-87.059,58.5,2012,0
017-1203-00002,Sep-60,30.02533333,-86.6205,56.7,2012,0.045144979
017-1203-00003,Sep-60,29.95575,-86.39225,65.8,2012,0.192504285
017-1203-00004,Sep-60,29.81433333,-86.14775,42.1,2012,0.274584332
017-1203-00006,Aug-60,29.58841667,-85.9755,40.2,2012,0.397732977
017-1203-00007,Aug-60,29.43716667,-85.95716667,51.2,2012,0.060574275
017-1203-00036,Mar-60,25.22225,-83.72791667,89.6,2012,0
017-1203-00008,20-Aug,29.45575,-85.72725,32.9,2012,0.30115701
017-1203-00037,Feb-60,24.98641667,-83.74341667,86,2012,0
017-1203-00009,Aug-60,29.28866667,-85.64591667,56.7,2012,0.11371963
017-1203-00010,Aug-60,29.33033333,-85.44658333,36.6,2012,0
017-1203-00038,Feb-60,24.89791667,-83.44391667,65.8,2012,0
017-1203-00011,Aug-60,29.20866667,-85.37166667,40.2,2012,0.09521876
017-1203-00039,Feb-60,24.77208333,-83.576,65.8,2012,0
017-1203-00012,20-Aug,29.18866667,-85.32591667,34.7,2012,0
017-1203-00040,Feb-60,24.68991667,-83.58575,62.2,2012,0
017-1202-00001,Nov-60,29.07108333,-88.90908333,67.7,2012,0
017-1203-00013,20-Aug,29.20233333,-85.04083333,29.3,2012,0.023029654
017-1202-00002,Nov-60,29.14091667,-88.85433333,75,2012,0
017-1203-00014,Aug-60,28.9765,-85.09091667,47.5,2012,0.039095433
017-1203-00041,Feb-60,24.51158333,-83.19358333,62.2,2012,0
017-1202-00003,Nov-60,29.11533333,-88.76266667,84.1,2012,0
017-1203-00015,Aug-60,28.94291667,-85.23266667,64,2012,0.223577009
017-1203-00042,Feb-60,24.72591667,-83.2445,58.5,2012,0
017-1202-00004,Nov-60,29.13691667,-88.6425,54,2012,0
017-1203-00016,Jun-60,28.86008333,-84.68883333,42.1,2012,0.092812243
017-1203-00043,Feb-60,24.802,-83.15716667,56.7,2012,0
017-1203-00075,20-Apr,26.29266667,-81.95233333,10.2,2012,0
017-1202-00005,Nov-60,29.25275,-88.793,64,2012,0
017-1203-00017,20-Jun,28.86608333,-84.42658333,34.7,2012,0.078801733
017-1203-00044,Mar-60,25.01608333,-83.14033333,58.5,2012,0.030115701
017-1202-00006,Nov-60,29.33091667,-88.27766667,64,2012,0
017-1203-00076,20-Apr,26.50133333,-82.30966667,11.7,2012,0
017-1203-00018,Apr-60,26.7235,-83.66908333,62.2,2012,0.076575027
017-1203-00045,Feb-60,24.89025,-82.95325,45.7,2012,0
017-1202-00007,Nov-60,29.48275,-88.45458333,49.4,2012,0
017-1203-00019,Apr-60,26.51425,-83.37808333,51.2,2012,0.208009775
017-1203-00046,Feb-60,24.91366667,-82.92841667,45.7,2012,0
017-1203-00077,20-Apr,26.44466667,-82.6265,23.8,2012,0
017-1202-00008,20-Nov,29.7665,-88.25366667,34.7,2012,0
017-1203-00020,Apr-60,26.58091667,-83.27691667,45.7,2012,0.084575403
017-1203-00047,Feb-60,24.80333333,-82.97208333,43.9,2012,0
017-1203-00078,20-Apr,26.32091667,-82.8135,31.1,2012,0
017-1202-00009,20-Nov,29.72133333,-88.15416667,34.7,2012,0
017-1203-00021,Apr-60,26.5595,-83.25358333,45.7,2012,0.103928694
017-1203-00048,20-Feb,24.84816667,-82.53325,29.3,2012,0
017-1203-00079,20-Apr,26.50658333,-82.53108333,20.1,2012,0
017-1202-00010,20-Oct,29.76383333,-87.77316667,34.7,2012,0
017-1203-00022,Apr-60,26.493,-83.14841667,43.9,2012,0
017-1203-00049,20-Feb,24.86391667,-82.28691667,23.8,2012,0
017-1203-00080,20-Apr,26.67158333,-82.39116667,13.4,2012,0
017-1202-00013,20-Nov,29.95925,-88.31091667,29.3,2012,0
017-1203-00023,Apr-60,26.39441667,-83.23383333,49.4,2012,0.177151182
017-1203-00050,20-Mar,25.06825,-82.03433333,20.1,2012,0
017-1203-00024,Apr-60,26.27108333,-83.21191667,49.4,2012,0.14416441
017-1203-00051,20-Mar,25.04375,-81.77233333,15.5,2012,0
017-1203-00081,20-Apr,26.89091667,-82.60008333,19.6,2012,0
017-1203-00052,20-Mar,25.10191667,-82.2085,23.8,2012,0
017-1203-00025,Apr-60,26.08291667,-83.12075,49.4,2012,0.027753685
017-1203-00026,Apr-60,26.2165,-83.36658333,54.9,2012,0.188961261
017-1203-00053,20-Mar,25.04,-82.28508333,25.6,2012,0
017-1203-00114,20-Jun,28.3825,-83.252,17.9,2012,0
017-1203-00083,20-May,27.33333333,-82.72383333,11.7,2012,0
017-1203-00027,Apr-60,26.17166667,-83.38141667,54.9,2012,0
017-1203-00054,20-Mar,25.13741667,-82.42525,31.1,2012,0
017-1203-00115,20-Jun,28.33366667,-83.29733333,18.5,2012,0
017-1203-00084,20-May,27.21491667,-82.60425,9.9,2012,0
017-1203-00028,Apr-60,26.15833333,-83.48783333,60.4,2012,0.055359744
017-1203-00055,Mar-60,25.10433333,-82.77125,42.1,2012,0
017-1203-00116,20-Jun,28.21758333,-83.56,25.6,2012,0.005497795
017-1203-00085,20-May,27.28241667,-82.80983333,13.9,2012,0.013839936
017-1203-00029,Apr-60,26.08591667,-83.62316667,67.7,2012,0
017-1203-00056,Mar-60,25.20058333,-82.852,45.7,2012,0
017-1203-00030,Mar-60,25.90366667,-83.64591667,71.3,2012,0.136006392
017-1203-00086,20-May,27.34733333,-82.79208333,13,2012,0
017-1203-00117,20-Jun,28.46016667,-83.61833333,25.6,2012,0.090695506
017-1203-00057,20-Mar,25.287,-82.54975,32.9,2012,0
017-1203-00031,Mar-60,25.88233333,-83.61208333,71.3,2012,0.168599056
017-1203-00087,20-May,27.35516667,-82.93741667,18.7,2012,0
017-1203-00118,20-Jun,28.30175,-83.67116667,29.3,2012,0.049145167
017-1203-00058,20-Mar,25.34766667,-82.56541667,31.1,2012,0
017-1203-00032,Mar-60,25.82075,-83.2855,56.7,2012,0.53499657
017-1203-00088,20-May,27.02341667,-83.13158333,34.7,2012,0
017-1203-00119,20-Jun,28.34175,-83.77425,31.1,2012,0.111177639
017-1203-00059,20-Mar,25.37133333,-82.15391667,23.8,2012,0
017-1203-00033,Mar-60,25.45941667,-83.70241667,84.1,2012,0
017-1203-00089,Apr-60,26.9885,-83.12341667,36.6,2012,0
017-1203-00120,20-Jun,28.24966667,-83.78875,32.9,2012,0
017-1203-00060,20-Mar,25.35616667,-82.073,20.1,2012,0
017-1203-00034,Mar-60,25.3,-83.67058333,80.5,2012,0
017-1203-00090,Apr-60,26.77425,-83.191,42.1,2012,0
017-1203-00121,Jun-60,28.1465,-83.8625,38.4,2012,0
017-1203-00035,Mar-60,25.28791667,-83.57858333,71.3,2012,0
017-1203-00061,20-Mar,25.37275,-81.9005,15.2,2012,0
017-1203-00091,Apr-60,26.73425,-83.20866667,42.1,2012,0
017-1203-00062,20-Mar,25.42366667,-81.82258333,13.2,2012,0
017-1203-00123,Jun-60,28.03733333,-84.3365,62.2,2012,0.054288266
017-1203-00158,20-Aug,29.85083333,-85.47325,10.6,2012,0
017-1203-00092,Apr-60,26.823,-83.34725,47.5,2012,0
017-1203-00124,Jun-60,28.08991667,-84.57258333,73.2,2012,0.033769444
017-1203-00063,20-Mar,25.4365,-81.66475,10.8,2012,0
017-1203-00159,Sep-60,29.843,-86.09325,40.2,2012,0.266317277
017-1203-00093,Apr-60,26.969,-83.37575,45.7,2012,0
017-1203-00125,Jun-60,28.49016667,-84.78408333,58.5,2012,0.025715494
017-1203-00064,20-Mar,25.36416667,-81.59416667,9.7,2012,0
017-1203-00160,Sep-60,29.97658333,-86.20125,43.9,2012,0.083261056
017-1203-00127,20-Jun,28.66208333,-84.17925,34.7,2012,0.060231402
017-1203-00094,May-60,27.01808333,-83.41766667,45.7,2012,0
017-1203-00065,20-Mar,25.49108333,-81.617,9.3,2012,0
017-1203-00128,20-Jun,28.76033333,-84.19308333,34.7,2012,0.034840347
017-1203-00161,Sep-60,30.08741667,-86.28391667,36.6,2012,0.020077134
017-1203-00095,May-60,27.07983333,-83.41091667,45.7,2012,0
017-1203-00066,20-Mar,25.53066667,-81.83783333,12.6,2012,0
017-1203-00129,20-Jun,28.65441667,-83.90566667,29.3,2012,0.074108245
017-1203-00162,20-Sep,30.17058333,-86.42516667,31.1,2012,0
017-1203-00096,May-60,27.16483333,-83.47266667,45.7,2012,0.07452567
017-1203-00067,20-Mar,25.5765,-81.99783333,18.5,2012,0
017-1203-00130,20-Jun,28.60658333,-83.89691667,29.3,2012,0
017-1203-00097,May-60,27.13025,-83.56766667,49.4,2012,0.163712127
017-1203-00131,20-Jun,28.517,-83.79083333,29.3,2012,0
017-1203-00098,20-May,27.48733333,-83.25283333,31.1,2012,0
017-1203-00132,20-Jun,28.70475,-83.69,23.8,2012,0.015271654
017-1203-00099,20-May,27.67866667,-83.46966667,34.7,2012,0.011219575
017-1203-00071,Mar-60,25.951,-82.78725,36.6,2012,0.002285822
017-1203-00133,20-Jun,28.7285,-83.60291667,21.9,2012,0
017-1203-00072,20-Apr,26.03633333,-82.16475,17.9,2012,0
017-1203-00100,May-60,27.13125,-83.65266667,53,2012,0
017-1203-00073,20-Mar,25.93791667,-81.95291667,12.4,2012,0
017-1203-00101,May-60,27.04966667,-83.69041667,56.7,2012,0
017-1203-00074,20-Apr,26.05391667,-81.91425,10.4,2012,0
017-1203-00102,Apr-60,26.90808333,-83.92283333,75,2012,0
017-1203-00103,May-60,27.28966667,-84.22858333,93.3,2012,0.024001128
017-1203-00141,20-Jul,29.30808333,-83.99616667,20.1,2012,0.04492822
017-1203-00104,May-60,27.49733333,-84.35733333,100.6,2012,0.016572207
017-1203-00142,20-Jul,29.24383333,-83.93316667,20.1,2012,0
017-1203-00105,May-60,27.49925,-84.31308333,89.6,2012,0.205861891
017-1203-00143,20-Jul,29.17925,-83.90833333,21.9,2012,0
017-1203-00106,May-60,27.73808333,-84.15033333,51.2,2012,0.007676551
017-1203-00144,20-Jul,29.17683333,-83.99066667,21.9,2012,0
017-1203-00107,May-60,27.97841667,-83.72225,38.4,2012,0.001771512
017-1203-00145,20-Jul,29.09791667,-84.061,25.6,2012,0
017-1203-00108,20-May,27.97758333,-83.66516667,34.7,2012,0.021258142
017-1203-00146,20-Jun,28.97816667,-84.24116667,27.4,2012,0.011219575
017-1203-00109,May-60,27.91825,-83.64566667,36.6,2012,0
017-1203-00147,20-Jul,29.23116667,-84.2225,25.6,2012,0
017-1203-00110,20-May,27.82775,-83.30266667,27.4,2012,0
017-1203-00148,20-Jul,29.16366667,-84.64691667,31.1,2012,0.064574463
017-1203-00111,20-May,27.865,-83.21875,23.8,2012,0
017-1203-00149,20-Jul,29.32191667,-84.67375,29.3,2012,0.09521876
017-1203-00112,20-Jun,28.02825,-83.28925,23.8,2012,0
017-1203-00151,20-Jul,29.74475,-84.1915,11.9,2012,0
017-1203-00113,20-Jun,28.28508333,-83.2475,19,2012,0
017-1203-00152,20-Jul,29.652,-84.60066667,18.1,2012,0
017-1203-00153,20-Jul,29.63016667,-84.66033333,16.6,2012,0
017-1203-00154,20-Jul,29.56933333,-84.856,12.1,2012,0
017-1203-00155,20-Aug,29.34283333,-85.03725,20.1,2012,0
017-1203-00156,20-Aug,29.225,-84.99683333,29.3,2012,0
017-1203-00157,20-Aug,29.56675,-85.69983333,31.1,2012,0.061697481
035-1202-35002,14-20,28.92408333,-90.26791667,20.7,2012,0
035-1202-35004,14-20,29.05625,-90.06916667,17.4,2012,0
035-1202-35005,13-20,29.2075,-89.83233333,13.7,2012,0
035-1202-35008,13-20,28.93658333,-89.45625,11.2,2012,0
035-1202-35009,13-20,28.93633333,-89.3555,12.6,2012,0
035-1202-35010,13-60,28.90008333,-89.55683333,61.8,2012,0
035-1202-35011,13-60,28.8375,-89.85216667,48.5,2012,0
035-1202-35012,13-60,28.88833333,-89.89816667,39.9,2012,0
035-1202-35013,15-60,28.74475,-91.01208333,47.8,2012,0
035-1202-35014,14-60,28.49416667,-90.10733333,66.8,2012,0
035-1202-35015,14-60,28.50683333,-90.14216667,58.4,2012,0
035-1202-35016,14-60,28.51133333,-90.25066667,49.8,2012,0
035-1202-35017,14-20,28.70591667,-90.40075,21,2012,0
035-1202-35018,14-20,28.72383333,-90.50075,19,2012,0
035-1202-35019,14-20,28.62775,-90.43466667,23,2012,0
035-1202-35020,14-60,28.51325,-90.46966667,38.8,2012,0
035-1202-35022,14-60,28.32683333,-90.8585,54.9,2012,0
035-1202-35024,15-20,28.491,-91.12,35.7,2012,0
035-1202-35025,15-60,28.35591667,-91.21083333,59.8,2012,0
035-1202-35026,15-60,28.40991667,-91.55025,56.9,2012,0
035-1202-35027,15-60,28.602,-91.65166667,37.5,2012,0
035-1202-35028,15-60,28.62691667,-91.7055,36.8,2012,0
035-1202-35029,15-20,28.71091667,-91.56958333,28.4,2012,0
035-1202-35031,15-20,28.84425,-91.32141667,12.1,2012,0
035-1202-35032,15-20,28.771,-91.21825,13,2012,0
035-1202-35033,14-20,28.76325,-90.99716667,16.1,2012,0
035-1202-35034,14-20,28.80858333,-90.82416667,18.5,2012,0
035-1202-35035,14-20,28.94541667,-90.79116667,11.7,2012,0
077-1201-00002,20-Oct,30.01391667,-87.8895,15.5,2012,0
077-1201-00003,20-Oct,29.79483333,-87.77441667,21.8,2012,0.042389747
077-1201-00004,20-Oct,29.78766667,-87.44116667,21.8,2012,0.115502571
077-1201-00005,20-Oct,29.92183333,-87.24233333,29.5,2012,0.11691978
077-1201-00006,20-Sep,30.14725,-86.847,21.3,2012,0.591816172
077-1201-00008,20-Oct,30.17041667,-87.03133333,14.2,2012,0.018520351
077-1201-00009,20-Oct,30.18266667,-87.21225,12.8,2012,0
004-304-00032,20-20,27.88841667,-96.49941667,33.5,2013,0
004-304-00034,19-20,28.04191667,-96.43366667,26,2013,0
004-304-00035,20-60,27.88241667,-96.3485,43.3,2013,0
004-304-00036,20-60,27.75366667,-96.34441667,58.7,2013,0
004-304-00037,20-60,27.643,-96.16966667,93.8,2013,0
004-304-00038,20-60,27.866,-95.8675,57.6,2013,0
004-304-00040,19-20,28.09816667,-95.98308333,35.7,2013,0
004-304-00002,0-60,26.38933333,-96.40866667,78.1,2013,0
004-304-00041,19-20,28.24566667,-96.35183333,19.9,2013,0
004-304-00003,0-60,26.34458333,-96.37683333,80.1,2013,0
004-304-00043,19-20,28.31683333,-96.06616667,22.3,2013,0
004-304-00004,21-60,26.39208333,-96.69525,45.2,2013,0
004-304-00044,19-20,28.27625,-96.06841667,22.9,2013,0
004-304-00006,21-60,26.08125,-96.744,43.9,2013,0
004-304-00046,19-20,28.53466667,-95.87625,15.4,2013,0
004-304-00008,21-20,26.23383333,-97.08491667,18.7,2013,0
004-304-00047,19-20,28.48233333,-95.77791667,20.8,2013,0
004-304-00009,21-20,26.52083333,-97.02683333,32.9,2013,0
004-304-00085,17-20,28.86716667,-93.81391667,23.6,2013,0
004-304-00048,19-20,28.208,-95.74691667,33.5,2013,0
004-304-00011,21-20,26.44075,-96.9345,36.2,2013,0
004-304-00087,17-20,28.71175,-93.48683333,28,2013,0
004-304-00049,20-60,27.877,-95.7415,57.6,2013,0
004-304-00089,17-20,28.86808333,-93.3025,25.2,2013,0
004-304-00012,21-20,26.5895,-97.22633333,15.9,2013,0
004-304-00091,16-20,28.82616667,-92.846,27.2,2013,0
004-304-00050,20-60,27.85375,-95.70091667,61.6,2013,0
004-304-00015,21-60,26.959,-97.00166667,40.6,2013,0
004-304-00092,16-20,28.72716667,-92.75833333,31.8,2013,0
004-304-00052,19-60,28.02758333,-95.41425,54.3,2013,0
004-304-00093,16-20,28.74358333,-92.66233333,32,2013,0
004-304-00016,21-60,26.93091667,-96.9685,43.2,2013,0
004-304-00094,16-20,28.80775,-92.49325,32.7,2013,0
004-304-00054,19-60,28.07241667,-95.18583333,54.7,2013,0
004-304-00017,21-60,26.88691667,-96.59583333,97.3,2013,0
004-304-00095,16-20,28.87841667,-92.53725,28.5,2013,0
004-304-00055,19-60,28.15116667,-95.46783333,45,2013,0
004-304-00096,16-20,29.04208333,-92.31141667,20.8,2013,0
004-304-00018,21-60,26.94825,-96.59408333,97.3,2013,0
004-304-00098,16-20,29.01375,-92.72291667,24.9,2013,0
004-304-00056,19-20,28.35233333,-95.38516667,32.9,2013,0
004-304-00020,20-60,27.01533333,-96.74758333,71.7,2013,0
004-304-00099,16-20,29.10083333,-92.82266667,22.3,2013,0
004-304-00147,15-20,28.85916667,-91.5485,19.8,2013,0
004-304-00057,19-20,28.32366667,-95.40741667,33.6,2013,0
004-304-00021,20-60,27.2655,-96.52466667,91.8,2013,0
004-304-00100,16-20,29.14508333,-92.92108333,20.7,2013,0
004-304-00148,15-60,28.57991667,-91.71941667,40.1,2013,0
004-304-00058,19-20,28.44825,-95.29525,32.4,2013,0
004-304-00104,18-20,29.46883333,-94.03383333,13,2013,0
004-304-00022,20-60,27.371,-96.577,75.9,2013,0
004-304-00149,15-60,28.49433333,-91.74258333,50.8,2013,0
004-304-00105,18-20,29.43033333,-94.36075,13.4,2013,0
004-304-00061,19-20,28.83641667,-95.02725,19.4,2013,0
004-304-00024,20-60,27.34533333,-96.76775,55,2013,0
004-304-00106,18-20,29.33208333,-94.34341667,15.2,2013,0
004-304-00151,15-60,28.12116667,-91.93391667,86.7,2013,0
004-304-00062,18-20,28.53891667,-94.97091667,31.6,2013,0
004-304-00025,20-60,27.46525,-96.8155,41.9,2013,0
004-304-00107,18-20,29.30108333,-94.45225,14.3,2013,0
004-304-00152,15-60,28.08958333,-91.895,90,2013,0
004-304-00109,17-20,28.60833333,-93.798,33.3,2013,0
004-304-00064,18-60,28.37516667,-94.95075,37.9,2013,0
004-304-00027,20-20,27.58083333,-97.03816667,22.7,2013,0
004-304-00110,17-60,28.591,-93.60591667,36.8,2013,0
004-304-00153,15-60,28.18433333,-91.60516667,79.7,2013,0
004-304-00065,19-60,28.31225,-95.09766667,39.1,2013,0
004-304-00028,20-20,27.54166667,-97.03625,24.3,2013,0
004-304-00113,18-60,28.2695,-94.02725,57.4,2013,0
004-304-00154,15-60,28.45233333,-91.63475,52.1,2013,0
004-304-00066,18-60,28.25191667,-94.70225,47.2,2013,0
004-304-00029,20-20,27.64675,-96.897,27.1,2013,0
004-304-00114,18-60,28.08216667,-94.1655,65.3,2013,0
004-304-00030,20-20,27.89116667,-96.81658333,19.4,2013,0
004-304-00068,18-60,28.22208333,-94.46458333,50.8,2013,0
004-304-00156,15-20,28.56366667,-91.34783333,33.5,2013,0
004-304-00115,18-60,28.00491667,-94.03591667,80.7,2013,0
004-304-00031,20-20,27.88541667,-96.68125,25.1,2013,0
004-304-00069,18-60,28.27983333,-94.49166667,47.4,2013,0
004-304-00157,15-60,28.40116667,-91.11741667,47,2013,0
004-304-00117,17-60,28.1445,-93.89908333,68.9,2013,0
004-304-00070,18-60,28.46191667,-94.24391667,40.8,2013,0
004-304-00118,17-60,28.09866667,-93.71283333,67.7,2013,0
004-304-00158,15-60,28.36341667,-91.01,49,2013,0
004-304-00071,18-60,28.47925,-94.44808333,37.3,2013,0
004-304-00119,17-60,28.13591667,-93.63866667,63.6,2013,0
004-304-00159,14-60,28.49041667,-90.48058333,39.5,2013,0
004-304-00073,18-20,28.7195,-94.2915,27.6,2013,0
004-304-00123,17-60,28.20008333,-93.53475,63.1,2013,0
004-304-00074,18-20,28.64283333,-94.27991667,32.4,2013,0
004-304-00160,14-60,28.40441667,-90.44883333,47,2013,0
004-304-00124,17-60,28.20108333,-93.46133333,59.4,2013,0
004-304-00075,18-20,28.8725,-94.54991667,19.2,2013,0
004-304-00161,14-60,28.27433333,-90.25058333,83.4,2013,0
004-304-00125,17-60,28.1745,-93.39308333,63.6,2013,0
004-304-00076,18-20,28.89575,-94.64208333,22.1,2013,0
004-304-00162,14-60,28.30466667,-90.12833333,90.2,2013,0
004-304-00126,17-60,28.08483333,-93.11716667,86.3,2013,0
004-304-00164,14-20,28.6855,-90.23675,33.5,2013,0
004-304-00077,18-20,28.91216667,-94.98258333,19.2,2013,0
004-304-00127,17-60,28.05108333,-93.08241667,92.5,2013,0
004-304-00165,14-60,28.7225,-90.09941667,41.3,2013,0
004-304-00079,18-20,29.05491667,-94.78583333,18.1,2013,0
004-304-00166,13-20,28.9635,-89.90391667,32.9,2013,0
004-304-00130,16-60,28.14975,-92.91291667,73.9,2013,0
004-304-00167,13-60,29.01608333,-89.78208333,36.6,2013,0
004-304-00080,18-20,29.10983333,-94.6885,18.1,2013,0
004-304-00133,16-60,28.05575,-92.39808333,97.1,2013,0
004-304-00168,13-60,28.69441667,-89.79425,89.2,2013,0
004-304-00082,18-20,28.94975,-94.14008333,19.6,2013,0
004-304-00169,13-60,28.91483333,-89.25483333,45.4,2013,0
004-304-00134,16-60,28.17775,-92.39733333,69.9,2013,0
004-304-00084,17-20,28.95608333,-93.84825,21.9,2013,0
004-304-00135,16-60,28.13883333,-92.37275,77,2013,0
004-304-00136,16-60,28.15016667,-92.54775,74.8,2013,0
004-304-00137,16-60,28.28808333,-92.6195,60.5,2013,0
004-304-00139,16-60,28.39583333,-92.73925,53.4,2013,0
004-304-00140,16-60,28.49483333,-92.95008333,46.1,2013,0
004-304-00144,15-20,28.711,-91.83991667,31.8,2013,0
004-304-00146,15-20,28.85425,-91.65858333,21.4,2013,0
017-1302-00001,20-Oct,30.2205,-87.02741667,26.6,2013,0.575741342
017-1302-00002,20-Oct,30.2195,-87.037,27.9,2013,0.280673904
017-1302-00003,Sep-60,30.137,-86.87883333,43.1,2013,0.857522442
017-1302-00004,20-Sep,30.26175,-86.58775,24.6,2013,0.04192578
017-1302-00038,May-60,27.26233333,-84.072,71.8,2013,0.260583675
017-1302-00006,20-Sep,30.32416667,-86.47058333,23.8,2013,0.040573335
017-1302-00007,20-Sep,30.24033333,-86.35366667,30.6,2013,0
017-1302-00039,May-60,27.05033333,-84.1685,103.3,2013,0
017-1302-00010,20-Aug,29.45575,-85.16183333,22.8,2013,0.006441861
017-1302-00040,May-60,27.16266667,-83.93908333,70.5,2013,0.325958175
017-1302-00011,20-Aug,29.48308333,-85.07266667,13.3,2013,0
017-1302-00041,May-60,27.29491667,-83.56733333,47.4,2013,0
017-1302-00012,20-Jul,29.41908333,-84.895,24.9,2013,0.005905039
017-1302-00042,May-60,27.12516667,-83.65291667,54.3,2013,0
017-1302-00013,20-Jul,29.36833333,-84.90908333,24.6,2013,0
